species,longitude,latitude
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,15.5523099899292,76.9983215332031
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,15.5523099899292,76.9983215332031
Alaria esculenta,-0.897417008876801,60.8582496643066
Alaria esculenta,-145.268768310547,70.0317687988281
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-145.268768310547,70.0317687988281
Alaria esculenta,-69.3970031738281,48.351001739502
Alaria esculenta,-145.268768310547,70.0317687988281
Alaria esculenta,-66.7880020141602,44.8009986877441
Alaria esculenta,15.555609703064,76.9965972900391
Alaria esculenta,-70.213996887207,43.6259994506836
Alaria esculenta,-145.257553100586,70.0244979858398
Alaria esculenta,-66.7369995117188,45.0719985961914
Alaria esculenta,15.5463199615479,76.9978866577148
Alaria esculenta,-66.7880020141602,44.8009986877441
Alaria esculenta,15.5475902557373,76.9975433349609
Alaria esculenta,-69.3970031738281,48.351001739502
Alaria esculenta,-147.58171081543,70.3227691650391
Alaria esculenta,-70.5920028686523,43.1660003662109
Alaria esculenta,-147.58171081543,70.3227691650391
Alaria esculenta,-59.9599990844727,45.8959999084473
Alaria esculenta,-147.58171081543,70.3227691650391
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-147.58171081543,70.3227691650391
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,15.5535001754761,76.9974212646484
Alaria esculenta,-4.90042400360107,54.0009727478027
Alaria esculenta,15.5580101013184,76.9982070922852
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,15.5516901016235,76.996337890625
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-147.578994750977,70.3219985961914
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-147.578994750977,70.3219985961914
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-147.578994750977,70.3219985961914
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-147.578994750977,70.3219985961914
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-147.578994750977,70.3219985961914
Alaria esculenta,-4.90042400360107,54.0009727478027
Alaria esculenta,-6.35300016403198,55.2490005493164
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.38000011444092,52.1749992370605
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-5.71500015258789,54.8479995727539
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-7.75600004196167,55.2569999694824
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-4.90042400360107,54.0009727478027
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-4.24927377700806,50.3281478881836
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-4.90042400360107,54.0009727478027
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-4.48076105117798,54.6396636962891
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-4.48076105117798,54.6396636962891
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-5.10651397705078,54.7151260375977
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-3.74063992500305,58.9654502868652
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-3.82117605209351,50.15576171875
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-3.82117605209351,50.15576171875
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-4.93980598449707,50.1328163146973
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-4.69605588912964,53.1965255737305
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-4.44847822189331,54.1009368896484
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.1308422088623,57.1127548217773
Alaria esculenta,-66.996452331543,44.9178009033203
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-67.0220108032227,44.8907012939453
Alaria esculenta,-4.75995016098022,54.1840972900391
Alaria esculenta,-66.9841003417969,44.9062004089355
Alaria esculenta,-4.74804782867432,54.0045547485352
Alaria esculenta,-67.007682800293,44.896858215332
Alaria esculenta,-4.74804782867432,54.0045547485352
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-4.74804782867432,54.0045547485352
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-9.76200008392334,53.1230010986328
Alaria esculenta,-4.24927377700806,50.3281478881836
Alaria esculenta,-4.74804782867432,54.0045547485352
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-10.483136177063,52.1262054443359
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-3.96107888221741,50.1534805297852
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-5.28329610824585,54.9802055358887
Alaria esculenta,-4.90042400360107,54.0009727478027
Alaria esculenta,-10.4682741165161,51.8568458557129
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-10.4781560897827,52.0364227294922
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-10.0369997024536,51.5880012512207
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-6.35099983215332,55.2439994812012
Alaria esculenta,-4.90042400360107,54.0009727478027
Alaria esculenta,-8.73900032043457,54.273998260498
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.08599996566772,55.2039985656738
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.48799991607666,55.25
Alaria esculenta,-0.897417008876801,60.8582496643066
Alaria esculenta,-6.21999979019165,53.7970008850098
Alaria esculenta,-5.18197011947632,51.6556167602539
Alaria esculenta,-5.84200000762939,54.9010009765625
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.28599977493286,55.2929992675781
Alaria esculenta,-5.54934787750244,57.9396476745605
Alaria esculenta,-7.87900018692017,51.8779983520508
Alaria esculenta,-6.61344718933105,57.0059204101562
Alaria esculenta,-9.67000007629395,52.6920013427734
Alaria esculenta,-7.49938201904297,57.4200630187988
Alaria esculenta,-9.67000007629395,52.6920013427734
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-9.08899974822998,54.234001159668
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-8.66499996185303,54.4280014038086
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-6.07399988174438,53.5200004577637
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.51100015640259,55.242000579834
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.25500011444092,55.3120002746582
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.26599979400635,55.2190017700195
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-6.13399982452393,55.2239990234375
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-10.2740001678467,53.9710006713867
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-9.49400043487549,52.7960014343262
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-5.52299976348877,54.3250007629395
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-8.21100044250488,55.1529998779297
Alaria esculenta,-4.10491418838501,50.240909576416
Alaria esculenta,-6.60900020599365,52.125
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-8.21100044250488,55.1529998779297
Alaria esculenta,-4.54652309417725,53.1998176574707
Alaria esculenta,-8.60400009155273,54.3800010681152
Alaria esculenta,-6.01505184173584,56.0374183654785
Alaria esculenta,-8.60400009155273,54.3800010681152
Alaria esculenta,-8.77052974700928,54.3961639404297
Alaria esculenta,-8.60400009155273,54.3800010681152
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-6.27600002288818,55.2900009155273
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-6.27199983596802,55.3059997558594
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-5.73899984359741,54.9290008544922
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-9.29399967193604,53.1380004882812
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-9.29399967193604,53.1380004882812
Alaria esculenta,-10.332558631897,52.0393943786621
Alaria esculenta,-4.82201290130615,52.8339233398438
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-4.82201290130615,52.8339233398438
Alaria esculenta,-10.332558631897,52.0393943786621
Alaria esculenta,-5.45800018310547,54.3779983520508
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-9.35499954223633,54.3190002441406
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-6.38700008392334,52.1510009765625
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-9.4379997253418,51.476001739502
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-6.94600009918213,52.125
Alaria esculenta,-6.28554821014404,55.5785903930664
Alaria esculenta,-6.35500001907349,55.242000579834
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-9.45600032806396,52.8569984436035
Alaria esculenta,-1.82078421115875,60.3239707946777
Alaria esculenta,-6.06599998474121,55.1980018615723
Alaria esculenta,-1.82078421115875,60.3239707946777
Alaria esculenta,-5.52400016784668,54.6920013427734
Alaria esculenta,-4.54652309417725,53.1998176574707
Alaria esculenta,-6.72200012207031,55.189998626709
Alaria esculenta,-7.49938201904297,57.4200630187988
Alaria esculenta,-6.03599977493286,55.1710014343262
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-10.2040004730225,54.1559982299805
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-9.05799961090088,54.2849998474121
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-5.75799989700317,54.2319984436035
Alaria esculenta,-5.54934787750244,57.9396476745605
Alaria esculenta,-8.9689998626709,51.5530014038086
Alaria esculenta,-4.54652309417725,53.1998176574707
Alaria esculenta,-5.52600002288818,54.3050003051758
Alaria esculenta,-6.25443983078003,56.7488784790039
Alaria esculenta,-9.91899967193604,51.7980003356934
Alaria esculenta,-13.6666669845581,65.1999969482422
Alaria esculenta,-6.2189998626709,55.3079986572266
Alaria esculenta,-13.6333332061768,65.216667175293
Alaria esculenta,-6.61700010299683,55.2249984741211
Alaria esculenta,-13.7833337783813,65.1999969482422
Alaria esculenta,-5.68800020217896,54.8089981079102
Alaria esculenta,-13.75,65.1999969482422
Alaria esculenta,-5.96400022506714,55.0400009155273
Alaria esculenta,-13.5666666030884,65.2666702270508
Alaria esculenta,-10.3420000076294,51.9480018615723
Alaria esculenta,-13.7333335876465,65.1999969482422
Alaria esculenta,-9.82600021362305,51.5530014038086
Alaria esculenta,-3.28449988365173,56.006233215332
Alaria esculenta,-6.64400005340576,55.2220001220703
Alaria esculenta,-5.87290525436401,56.2218017578125
Alaria esculenta,-9.82600021362305,51.5530014038086
Alaria esculenta,-4.67927694320679,52.9271507263184
Alaria esculenta,-10.3420000076294,51.9480018615723
Alaria esculenta,-6.12735080718994,55.5840263366699
Alaria esculenta,-8.94499969482422,54.2980003356934
Alaria esculenta,-9.34821510314941,53.2230415344238
Alaria esculenta,-7.80000019073486,55.298999786377
Alaria esculenta,-6.45823287963867,49.9043998718262
Alaria esculenta,-5.52799987792969,54.3419990539551
Alaria esculenta,19.1000003814697,74.3433303833008
Alaria esculenta,-6.61899995803833,52.109001159668
Alaria esculenta,-6.45823287963867,49.9043998718262
Alaria esculenta,-8.44900035858154,54.4720001220703
Alaria esculenta,-5.87290525436401,56.2218017578125
Alaria esculenta,-7.76100015640259,55.2470016479492
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-7.76100015640259,55.2470016479492
Alaria esculenta,-5.87669706344604,57.8401794433594
Alaria esculenta,-10.2449998855591,53.9749984741211
Alaria esculenta,-5.70233488082886,54.1970291137695
Alaria esculenta,-9.72999954223633,52.6520004272461
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-9.63500022888184,54.3269996643066
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-6.25500011444092,55.2900009155273
Alaria esculenta,-2.64460492134094,56.1010856628418
Alaria esculenta,-6.25500011444092,55.310001373291
Alaria esculenta,-6.83207178115845,52.1465606689453
Alaria esculenta,-6.25500011444092,55.310001373291
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-10.2639999389648,51.7249984741211
Alaria esculenta,-5.16269016265869,55.432933807373
Alaria esculenta,-10.2639999389648,51.7249984741211
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-5.55200004577637,54.3720016479492
Alaria esculenta,-5.77638387680054,55.2356567382812
Alaria esculenta,-10.0659999847412,52.3160018920898
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-8.83899974822998,54.6599998474121
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-6.04400014877319,55.173999786377
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-6.58900022506714,55.2210006713867
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-9.40999984741211,51.4609985351562
Alaria esculenta,-4.88649797439575,55.9791221618652
Alaria esculenta,-5.53399991989136,54.3530006408691
Alaria esculenta,-5.85753011703491,57.660945892334
Alaria esculenta,-6.03299999237061,55.0999984741211
Alaria esculenta,-5.33950805664062,51.8311309814453
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-1.64168095588684,60.1440200805664
Alaria esculenta,-5.54934787750244,57.9396476745605
Alaria esculenta,-4.63553714752197,54.6363906860352
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-6.44368886947632,55.5729484558105
Alaria esculenta,19.2608337402344,74.443000793457
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,19.2691669464111,74.4581680297852
Alaria esculenta,-4.54121112823486,53.1100196838379
Alaria esculenta,-6.87143087387085,56.4563522338867
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-6.87143087387085,56.4563522338867
Alaria esculenta,-5.64491605758667,50.2027702331543
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-5.72072505950928,56.31640625
Alaria esculenta,-7.67895221710205,57.5020866394043
Alaria esculenta,-3.86146402359009,57.9756088256836
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-3.86146402359009,57.9756088256836
Alaria esculenta,-6.38614988327026,56.4744834899902
Alaria esculenta,-6.55873203277588,56.5582046508789
Alaria esculenta,19.2654991149902,74.4506683349609
Alaria esculenta,-13.5635280609131,57.5483589172363
Alaria esculenta,-5.64491605758667,50.2027702331543
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-13.5635280609131,57.5483589172363
Alaria esculenta,-9.91488647460938,52.4963188171387
Alaria esculenta,-8.57256507873535,57.8188323974609
Alaria esculenta,-5.54934787750244,57.9396476745605
Alaria esculenta,-5.28329610824585,54.9802055358887
Alaria esculenta,-5.54934787750244,57.9396476745605
Alaria esculenta,-5.98732614517212,55.7685317993164
Alaria esculenta,19.142333984375,74.3560028076172
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,19.1748332977295,74.3856658935547
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,19.142333984375,74.3560028076172
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,19.1748332977295,74.3856658935547
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-5.54934787750244,57.9396476745605
Alaria esculenta,-5.85753011703491,57.660945892334
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,26.514066696167,76.512336730957
Alaria esculenta,-5.85753011703491,57.660945892334
Alaria esculenta,19.2654991149902,74.4506683349609
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,18.7738342285156,74.4691696166992
Alaria esculenta,-5.85753011703491,57.660945892334
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-5.34635305404663,49.9418716430664
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-4.84059000015259,55.3509483337402
Alaria esculenta,-9.91488647460938,52.4963188171387
Alaria esculenta,-5.98732614517212,55.7685317993164
Alaria esculenta,-6.87143087387085,56.4563522338867
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.87143087387085,56.4563522338867
Alaria esculenta,-5.80136823654175,57.1231918334961
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-1.09909498691559,60.2312355041504
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-1.46162700653076,60.1434097290039
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-6.44997310638428,49.8147315979004
Alaria esculenta,-6.81233978271484,57.2683219909668
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-9.34540176391602,53.1332168579102
Alaria esculenta,-2.18186807632446,60.1443786621094
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-5.35259580612183,50.0316581726074
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-5.66923189163208,55.7784538269043
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-5.63654899597168,57.1280860900879
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-8.61929225921631,54.5767021179199
Alaria esculenta,-1.46162700653076,60.1434097290039
Alaria esculenta,-1.09662294387817,60.3210105895996
Alaria esculenta,-5.64491605758667,50.2027702331543
Alaria esculenta,-8.61929225921631,54.5767021179199
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.63654899597168,57.1280860900879
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-8.61929225921631,54.5767021179199
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-6.19157981872559,59.089038848877
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-1.46308898925781,60.0536270141602
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-5.07952404022217,50.1291923522949
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.33513402938843,56.0265693664551
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.33513402938843,56.0265693664551
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.33513402938843,56.0265693664551
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.02552604675293,55.7061004638672
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.02552604675293,55.7061004638672
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.02552604675293,55.7061004638672
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-3.3966269493103,59.0594367980957
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.01505184173584,56.0374183654785
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-4.82201290130615,52.8339233398438
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.63129615783691,50.0232582092285
Alaria esculenta,-6.24432420730591,56.6592903137207
Alaria esculenta,-5.64491605758667,50.2027702331543
Alaria esculenta,-1.46741998195648,59.7842636108398
Alaria esculenta,-2.4895761013031,56.5510139465332
Alaria esculenta,-5.6148099899292,51.6430778503418
Alaria esculenta,-6.98017978668213,52.0580596923828
Alaria esculenta,-2.70294809341431,59.2446632385254
Alaria esculenta,-6.98017978668213,52.0580596923828
Alaria esculenta,-4.28393220901489,51.047004699707
Alaria esculenta,-8.46364402770996,54.4875679016113
Alaria esculenta,-1.09909498691559,60.2312355041504
Alaria esculenta,-6.98017978668213,52.0580596923828
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.54392910003662,54.2837677001953
Alaria esculenta,-6.24432420730591,56.6592903137207
Alaria esculenta,-6.98017978668213,52.0580596923828
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.64491605758667,50.2027702331543
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.98017978668213,52.0580596923828
Alaria esculenta,-6.24432420730591,56.6592903137207
Alaria esculenta,-5.63129615783691,50.0232582092285
Alaria esculenta,-1.46741998195648,59.7842636108398
Alaria esculenta,-5.36644983291626,55.9669380187988
Alaria esculenta,-6.24432420730591,56.6592903137207
Alaria esculenta,-10.2649192810059,53.5686225891113
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.6173791885376,58.3550148010254
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.96871280670166,55.0104637145996
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-9.64753246307373,53.2192802429199
Alaria esculenta,-6.24432420730591,56.6592903137207
Alaria esculenta,-1.84264695644379,55.6534271240234
Alaria esculenta,-1.46741998195648,59.7842636108398
Alaria esculenta,-10.4682741165161,51.8568458557129
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.77764701843262,50.1085548400879
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-1.84264695644379,55.6534271240234
Alaria esculenta,-1.09909498691559,60.2312355041504
Alaria esculenta,-5.77764701843262,50.1085548400879
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-10.4682741165161,51.8568458557129
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-4.84059000015259,55.3509483337402
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.09966611862183,54.6253929138184
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.19462203979492,51.8351593017578
Alaria esculenta,-5.98732614517212,55.7685317993164
Alaria esculenta,-5.32628393173218,51.6516151428223
Alaria esculenta,-9.4384126663208,51.4245376586914
Alaria esculenta,-9.4384126663208,51.4245376586914
Alaria esculenta,-4.6682391166687,52.74755859375
Alaria esculenta,-6.39398813247681,52.1414031982422
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-9.34540176391602,53.1332168579102
Alaria esculenta,-6.01505184173584,56.0374183654785
Alaria esculenta,-4.17592191696167,54.7354125976562
Alaria esculenta,-4.6682391166687,52.74755859375
Alaria esculenta,-4.17592191696167,54.7354125976562
Alaria esculenta,-6.01505184173584,56.0374183654785
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.39398813247681,52.1414031982422
Alaria esculenta,-9.4384126663208,51.4245376586914
Alaria esculenta,-6.39398813247681,52.1414031982422
Alaria esculenta,-4.6682391166687,52.74755859375
Alaria esculenta,-9.34540176391602,53.1332168579102
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-4.71669816970825,51.1276817321777
Alaria esculenta,-4.6682391166687,52.74755859375
Alaria esculenta,-9.34540176391602,53.1332168579102
Alaria esculenta,-6.01505184173584,56.0374183654785
Alaria esculenta,-9.34540176391602,53.1332168579102
Alaria esculenta,-4.6682391166687,52.74755859375
Alaria esculenta,-5.20721292495728,49.9458084106445
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-3.37867593765259,58.610538482666
Alaria esculenta,-4.6682391166687,52.74755859375
Alaria esculenta,-6.26953887939453,55.2846298217773
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-6.44997310638428,49.8147315979004
Alaria esculenta,-7.25814390182495,58.0602836608887
Alaria esculenta,-6.26953887939453,55.2846298217773
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-6.44997310638428,49.8147315979004
Alaria esculenta,-6.31137609481812,49.8199806213379
Alaria esculenta,-6.26953887939453,55.2846298217773
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.26953887939453,55.2846298217773
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-6.26953887939453,55.2846298217773
Alaria esculenta,-2.18137288093567,60.0545883178711
Alaria esculenta,-5.98732614517212,55.7685317993164
Alaria esculenta,-5.64537477493286,57.2177352905273
